,sentence_0,sentence_1,score,dataset_name,tokens_0,tokens_1,lemmas_0,lemmas_1,sentence_lemmas_0,sentence_lemmas_1
187,Amazon also reported that the New York Attorney General's office had settled civil fraud charges with one of the spoofers it identified.,Amazon and the New York attorney general's office have already settled with one of the alleged e-mail forgers.,3.75,MSRpar,"['Amazon', 'also', 'reported', 'that', 'the', 'New', 'York', 'Attorney', 'General', ""'s"", 'office', 'had', 'settled', 'civil', 'fraud', 'charges', 'with', 'one', 'of', 'the', 'spoofers', 'it', 'identified']","['Amazon', 'and', 'the', 'New', 'York', 'attorney', 'general', ""'s"", 'office', 'have', 'already', 'settled', 'with', 'one', 'of', 'the', 'alleged', 'e-mail', 'forgers']","['amazon', 'also', 'report', 'that', 'the', 'new', 'york', 'attorney', 'general', ""'s"", 'office', 'have', 'settle', 'civil', 'fraud', 'charge', 'with', 'one', 'of', 'the', 'spoofers', 'it', 'identify']","['amazon', 'and', 'the', 'new', 'york', 'attorney', 'general', ""'s"", 'office', 'have', 'already', 'settle', 'with', 'one', 'of', 'the', 'allege', 'e-mail', 'forger']",amazon also report that the new york attorney general 's office have settle civil fraud charge with one of the spoofers it identify,amazon and the new york attorney general 's office have already settle with one of the allege e-mail forger
188,The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna's daughter Tracy.,"Marissa Jaret Winokur, as Tracy, won for best actress in a musical.",4.0,MSRpar,"['The', 'leading', 'actress', 'nod', 'went', 'to', 'energetic', 'newcomer', 'Marissa', 'Jaret', 'Winokur', 'as', 'Edna', ""'s"", 'daughter', 'Tracy']","['Marissa', 'Jaret', 'Winokur', 'as', 'Tracy', 'won', 'for', 'best', 'actress', 'in', 'a', 'musical']","['the', 'lead', 'actress', 'nod', 'go', 'to', 'energetic', 'newcomer', 'marissa', 'jaret', 'winokur', 'as', 'edna', ""'s"", 'daughter', 'tracy']","['marissa', 'jaret', 'winokur', 'as', 'tracy', 'win', 'for', 'best', 'actress', 'in', 'a', 'musical']",the lead actress nod go to energetic newcomer marissa jaret winokur as edna 's daughter tracy,marissa jaret winokur as tracy win for best actress in a musical
189,"In morning trading, the Dow Jones industrial average was up 40.12, or 0.5 percent, at 8,571.69, having fallen 51 points Monday.","In New York, the Dow Jones industrial average a gauge of 30 blue chip stocks was up 3.29 points or 0.04 per cent to 8,585.97.",1.75,MSRpar,"['In', 'morning', 'trading', 'the', 'Dow', 'Jones', 'industrial', 'average', 'was', 'up', '40.12', 'or', '0.5', 'percent', 'at', '8,571.69', 'having', 'fallen', '51', 'points', 'Monday']","['In', 'New', 'York', 'the', 'Dow', 'Jones', 'industrial', 'average', 'a', 'gauge', 'of', '30', 'blue', 'chip', 'stocks', 'was', 'up', '3.29', 'points', 'or', '0.04', 'per', 'cent', 'to', '8,585.97']","['in', 'morning', 'trading', 'the', 'dow', 'jones', 'industrial', 'average', 'be', 'up', '40.12', 'or', '0.5', 'percent', 'at', '8,571.69', 'have', 'fall', '51', 'point', 'monday']","['in', 'new', 'york', 'the', 'dow', 'jones', 'industrial', 'average', 'a', 'gauge', 'of', '30', 'blue', 'chip', 'stock', 'be', 'up', '3.29', 'point', 'or', '0.04', 'per', 'cent', 'to', '8,585.97']","in morning trading the dow jones industrial average be up 40.12 or 0.5 percent at 8,571.69 have fall 51 point monday","in new york the dow jones industrial average a gauge of 30 blue chip stock be up 3.29 point or 0.04 per cent to 8,585.97"
190,"For the entire season, the average five-day forecast track error was 259 miles, Franklin said.","""The average track error for the five-day (forecast) is 323 nautical miles.",1.75,MSRpar,"['For', 'the', 'entire', 'season', 'the', 'average', 'five-day', 'forecast', 'track', 'error', 'was', '259', 'miles', 'Franklin', 'said']","['The', 'average', 'track', 'error', 'for', 'the', 'five-day', 'forecast', 'is', '323', 'nautical', 'miles']","['for', 'the', 'entire', 'season', 'the', 'average', 'five-day', 'forecast', 'track', 'error', 'be', '259', 'mile', 'franklin', 'say']","['the', 'average', 'track', 'error', 'for', 'the', 'five-day', 'forecast', 'be', '323', 'nautical', 'mile']",for the entire season the average five-day forecast track error be 259 mile franklin say,the average track error for the five-day forecast be 323 nautical mile
191,"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.","Rich Media interactive ad formats doubled their share from 3% in second quarter of 2002, to 6% in the second quarter of 2003.",3.75,MSRpar,"['Rich', 'media', 'doubled', 'its', 'share', 'increasing', 'from', '3', 'in', 'Q2', '2002', 'to', '6', 'in', 'Q2', '2003']","['Rich', 'Media', 'interactive', 'ad', 'formats', 'doubled', 'their', 'share', 'from', '3', 'in', 'second', 'quarter', 'of', '2002', 'to', '6', 'in', 'the', 'second', 'quarter', 'of', '2003']","['rich', 'medium', 'double', 'its', 'share', 'increase', 'from', '3', 'in', 'q2', '2002', 'to', '6', 'in', 'q2', '2003']","['rich', 'medium', 'interactive', 'ad', 'format', 'double', 'their', 'share', 'from', '3', 'in', 'second', 'quarter', 'of', '2002', 'to', '6', 'in', 'the', 'second', 'quarter', 'of', '2003']",rich medium double its share increase from 3 in q2 2002 to 6 in q2 2003,rich medium interactive ad format double their share from 3 in second quarter of 2002 to 6 in the second quarter of 2003
192,"""It appears from our initial report that this was a textbook landing considering the circumstances,"" Burke said.","Said Mr. Burke: ""It was a textbook landing considering the circumstances.""",4.0,MSRpar,"['It', 'appears', 'from', 'our', 'initial', 'report', 'that', 'this', 'was', 'a', 'textbook', 'landing', 'considering', 'the', 'circumstances', 'Burke', 'said']","['Said', 'Mr.', 'Burke', 'It', 'was', 'a', 'textbook', 'landing', 'considering', 'the', 'circumstances']","['it', 'appear', 'from', 'our', 'initial', 'report', 'that', 'this', 'be', 'a', 'textbook', 'land', 'consider', 'the', 'circumstance', 'burke', 'say']","['say', 'mr.', 'burke', 'it', 'be', 'a', 'textbook', 'land', 'consider', 'the', 'circumstance']",it appear from our initial report that this be a textbook land consider the circumstance burke say,say mr. burke it be a textbook land consider the circumstance
193,"Allegiant shares rose $4, or $17.2 percent, to $27.43 in Thursday morning trading on the Nasdaq Stock Market.","Allegiant's stock closed Wednesday at $23.40, up 64 cents, in trading on the Nasdaq market.",2.0,MSRpar,"['Allegiant', 'shares', 'rose', '4', 'or', '17.2', 'percent', 'to', '27.43', 'in', 'Thursday', 'morning', 'trading', 'on', 'the', 'Nasdaq', 'Stock', 'Market']","['Allegiant', ""'s"", 'stock', 'closed', 'Wednesday', 'at', '23.40', 'up', '64', 'cents', 'in', 'trading', 'on', 'the', 'Nasdaq', 'market']","['allegiant', 'share', 'rise', '4', 'or', '17.2', 'percent', 'to', '27.43', 'in', 'thursday', 'morning', 'trading', 'on', 'the', 'nasdaq', 'stock', 'market']","['allegiant', ""'s"", 'stock', 'close', 'wednesday', 'at', '23.40', 'up', '64', 'cent', 'in', 'trading', 'on', 'the', 'nasdaq', 'market']",allegiant share rise 4 or 17.2 percent to 27.43 in thursday morning trading on the nasdaq stock market,allegiant 's stock close wednesday at 23.40 up 64 cent in trading on the nasdaq market
194,"By state law, 911 calls are not public information and were not released.","By law, 911 calls are not public information in Rhode Island.",3.4,MSRpar,"['By', 'state', 'law', '911', 'calls', 'are', 'not', 'public', 'information', 'and', 'were', 'not', 'released']","['By', 'law', '911', 'calls', 'are', 'not', 'public', 'information', 'in', 'Rhode', 'Island']","['by', 'state', 'law', '911', 'call', 'be', 'not', 'public', 'information', 'and', 'be', 'not', 'release']","['by', 'law', '911', 'call', 'be', 'not', 'public', 'information', 'in', 'rhode', 'island']",by state law 911 call be not public information and be not release,by law 911 call be not public information in rhode island
195,The ADRs fell 10 cents to $28.95 at 10:06 a.m. in New York Stock Exchange composite trading today.,"Shares of Fox Entertainment Group Inc., News Corp.'s U.S. media and entertainment arm, fell 45 cents to $26.85 in New York Stock Exchange composite trading.",1.4,MSRpar,"['The', 'ADRs', 'fell', '10', 'cents', 'to', '28.95', 'at', '10:06', 'a.m.', 'in', 'New', 'York', 'Stock', 'Exchange', 'composite', 'trading', 'today']","['Shares', 'of', 'Fox', 'Entertainment', 'Group', 'Inc.', 'News', 'Corp.', ""'s"", 'U.S.', 'media', 'and', 'entertainment', 'arm', 'fell', '45', 'cents', 'to', '26.85', 'in', 'New', 'York', 'Stock', 'Exchange', 'composite', 'trading']","['the', 'adrs', 'fell', '10', 'cent', 'to', '28.95', 'at', '10:06', 'a.m.', 'in', 'new', 'york', 'stock', 'exchange', 'composite', 'trading', 'today']","['share', 'of', 'fox', 'entertainment', 'group', 'inc.', 'news', 'corp.', ""'s"", 'u.s.', 'medium', 'and', 'entertainment', 'arm', 'fell', '45', 'cent', 'to', '26.85', 'in', 'new', 'york', 'stock', 'exchange', 'composite', 'trading']",the adrs fell 10 cent to 28.95 at 10:06 a.m. in new york stock exchange composite trading today,share of fox entertainment group inc. news corp. 's u.s. medium and entertainment arm fell 45 cent to 26.85 in new york stock exchange composite trading
196,"It will take time to oust die-hard remnants of Saddam Hussein's deposed regime in Iraq, Defense Secretary Donald H. Rumsfeld said Tuesday.",Defense Secretary Donald H. Rumsfeld said Tuesday it will take time to locate die-hard remnants of Saddam Hussein's deposed regime in Iraq.,4.8,MSRpar,"['It', 'will', 'take', 'time', 'to', 'oust', 'die-hard', 'remnants', 'of', 'Saddam', 'Hussein', ""'s"", 'deposed', 'regime', 'in', 'Iraq', 'Defense', 'Secretary', 'Donald', 'H.', 'Rumsfeld', 'said', 'Tuesday']","['Defense', 'Secretary', 'Donald', 'H.', 'Rumsfeld', 'said', 'Tuesday', 'it', 'will', 'take', 'time', 'to', 'locate', 'die-hard', 'remnants', 'of', 'Saddam', 'Hussein', ""'s"", 'deposed', 'regime', 'in', 'Iraq']","['it', 'will', 'take', 'time', 'to', 'oust', 'die-hard', 'remnant', 'of', 'saddam', 'hussein', ""'s"", 'deposed', 'regime', 'in', 'iraq', 'defense', 'secretary', 'donald', 'h.', 'rumsfeld', 'say', 'tuesday']","['defense', 'secretary', 'donald', 'h.', 'rumsfeld', 'say', 'tuesday', 'it', 'will', 'take', 'time', 'to', 'locate', 'die-hard', 'remnant', 'of', 'saddam', 'hussein', ""'s"", 'deposed', 'regime', 'in', 'iraq']",it will take time to oust die-hard remnant of saddam hussein 's deposed regime in iraq defense secretary donald h. rumsfeld say tuesday,defense secretary donald h. rumsfeld say tuesday it will take time to locate die-hard remnant of saddam hussein 's deposed regime in iraq
197,Orange shares jumped as much as 15 percent.,France Telecom shares dropped 3.6 percent while Orange surged 13 percent.,2.0,MSRpar,"['Orange', 'shares', 'jumped', 'as', 'much', 'as', '15', 'percent']","['France', 'Telecom', 'shares', 'dropped', '3.6', 'percent', 'while', 'Orange', 'surged', '13', 'percent']","['orange', 'share', 'jump', 'as', 'much', 'as', '15', 'percent']","['france', 'telecom', 'share', 'drop', '3.6', 'percent', 'while', 'orange', 'surge', '13', 'percent']",orange share jump as much as 15 percent,france telecom share drop 3.6 percent while orange surge 13 percent
198,Bremer said one initiative is to launch a $70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.,"Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects, but gave no details.",3.4,MSRpar,"['Bremer', 'said', 'one', 'initiative', 'is', 'to', 'launch', 'a', '70', 'million', 'nationwide', 'program', 'in', 'the', 'next', 'two', 'weeks', 'to', 'clean', 'up', 'neighborhoods', 'and', 'build', 'community', 'projects']","['Bremer', 'said', 'he', 'would', 'launch', 'a', '70-million', 'program', 'in', 'the', 'next', 'two', 'weeks', 'to', 'clean', 'up', 'neighborhoods', 'across', 'Iraq', 'and', 'build', 'community', 'projects', 'but', 'gave', 'no', 'details']","['bremer', 'say', 'one', 'initiative', 'be', 'to', 'launch', 'a', '70', 'million', 'nationwide', 'program', 'in', 'the', 'next', 'two', 'week', 'to', 'clean', 'up', 'neighborhood', 'and', 'build', 'community', 'project']","['bremer', 'say', 'he', 'would', 'launch', 'a', '70-million', 'program', 'in', 'the', 'next', 'two', 'week', 'to', 'clean', 'up', 'neighborhood', 'across', 'iraq', 'and', 'build', 'community', 'project', 'but', 'give', 'no', 'detail']",bremer say one initiative be to launch a 70 million nationwide program in the next two week to clean up neighborhood and build community project,bremer say he would launch a 70-million program in the next two week to clean up neighborhood across iraq and build community project but give no detail
199,"A search for three missing teenagers uncovered at least two bodies buried beneath freshly poured concrete in the basement of a house, authorities said Wednesday.",Authorities performed an autopsy Thursday on one of three bodies recovered from beneath a layer of freshly poured concrete in the basement of a northwest Indiana home.,2.4,MSRpar,"['A', 'search', 'for', 'three', 'missing', 'teenagers', 'uncovered', 'at', 'least', 'two', 'bodies', 'buried', 'beneath', 'freshly', 'poured', 'concrete', 'in', 'the', 'basement', 'of', 'a', 'house', 'authorities', 'said', 'Wednesday']","['Authorities', 'performed', 'an', 'autopsy', 'Thursday', 'on', 'one', 'of', 'three', 'bodies', 'recovered', 'from', 'beneath', 'a', 'layer', 'of', 'freshly', 'poured', 'concrete', 'in', 'the', 'basement', 'of', 'a', 'northwest', 'Indiana', 'home']","['a', 'search', 'for', 'three', 'miss', 'teenager', 'uncover', 'at', 'least', 'two', 'body', 'bury', 'beneath', 'freshly', 'pour', 'concrete', 'in', 'the', 'basement', 'of', 'a', 'house', 'authority', 'say', 'wednesday']","['authority', 'perform', 'an', 'autopsy', 'thursday', 'on', 'one', 'of', 'three', 'body', 'recover', 'from', 'beneath', 'a', 'layer', 'of', 'freshly', 'pour', 'concrete', 'in', 'the', 'basement', 'of', 'a', 'northwest', 'indiana', 'home']",a search for three miss teenager uncover at least two body bury beneath freshly pour concrete in the basement of a house authority say wednesday,authority perform an autopsy thursday on one of three body recover from beneath a layer of freshly pour concrete in the basement of a northwest indiana home
200,"Sayliyah was the command base for the Iraq war, but Central Command sent hundreds who ran the war back home to Tampa, Florida.","As Sayliyah was the command base for the Iraq war, but hundreds who ran the war have returned to the United States.",3.4,MSRpar,"['Sayliyah', 'was', 'the', 'command', 'base', 'for', 'the', 'Iraq', 'war', 'but', 'Central', 'Command', 'sent', 'hundreds', 'who', 'ran', 'the', 'war', 'back', 'home', 'to', 'Tampa', 'Florida']","['As', 'Sayliyah', 'was', 'the', 'command', 'base', 'for', 'the', 'Iraq', 'war', 'but', 'hundreds', 'who', 'ran', 'the', 'war', 'have', 'returned', 'to', 'the', 'United', 'States']","['sayliyah', 'be', 'the', 'command', 'base', 'for', 'the', 'iraq', 'war', 'but', 'central', 'command', 'send', 'hundred', 'who', 'run', 'the', 'war', 'back', 'home', 'to', 'tampa', 'florida']","['as', 'sayliyah', 'be', 'the', 'command', 'base', 'for', 'the', 'iraq', 'war', 'but', 'hundred', 'who', 'run', 'the', 'war', 'have', 'return', 'to', 'the', 'united', 'state']",sayliyah be the command base for the iraq war but central command send hundred who run the war back home to tampa florida,as sayliyah be the command base for the iraq war but hundred who run the war have return to the united state
201,Beleaguered telecommunications gear maker Lucent Technologies is being investigated by two federal agencies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.,Two federal agencies are investigating telecommunications gear maker Lucent Technologies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.,4.8,MSRpar,"['Beleaguered', 'telecommunications', 'gear', 'maker', 'Lucent', 'Technologies', 'is', 'being', 'investigated', 'by', 'two', 'federal', 'agencies', 'for', 'possible', 'violations', 'of', 'U.S.', 'bribery', 'laws', 'in', 'its', 'operations', 'in', 'Saudi', 'Arabia']","['Two', 'federal', 'agencies', 'are', 'investigating', 'telecommunications', 'gear', 'maker', 'Lucent', 'Technologies', 'for', 'possible', 'violations', 'of', 'U.S.', 'bribery', 'laws', 'in', 'its', 'operations', 'in', 'Saudi', 'Arabia']","['beleaguer', 'telecommunication', 'gear', 'maker', 'lucent', 'technology', 'be', 'be', 'investigate', 'by', 'two', 'federal', 'agency', 'for', 'possible', 'violation', 'of', 'u.s.', 'bribery', 'law', 'in', 'its', 'operation', 'in', 'saudi', 'arabia']","['two', 'federal', 'agency', 'be', 'investigate', 'telecommunication', 'gear', 'maker', 'lucent', 'technology', 'for', 'possible', 'violation', 'of', 'u.s.', 'bribery', 'law', 'in', 'its', 'operation', 'in', 'saudi', 'arabia']",beleaguer telecommunication gear maker lucent technology be be investigate by two federal agency for possible violation of u.s. bribery law in its operation in saudi arabia,two federal agency be investigate telecommunication gear maker lucent technology for possible violation of u.s. bribery law in its operation in saudi arabia
202,SCO says the pricing terms for a license will not be announced for weeks.,"Details on pricing will be announced within a few weeks, McBride said.",2.6,MSRpar,"['SCO', 'says', 'the', 'pricing', 'terms', 'for', 'a', 'license', 'will', 'not', 'be', 'announced', 'for', 'weeks']","['Details', 'on', 'pricing', 'will', 'be', 'announced', 'within', 'a', 'few', 'weeks', 'McBride', 'said']","['sco', 'say', 'the', 'pricing', 'term', 'for', 'a', 'license', 'will', 'not', 'be', 'announce', 'for', 'week']","['detail', 'on', 'pricing', 'will', 'be', 'announce', 'within', 'a', 'few', 'week', 'mcbride', 'say']",sco say the pricing term for a license will not be announce for week,detail on pricing will be announce within a few week mcbride say
203,"The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15.","The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 after gaining 30.46 yesterday.",2.4,MSRpar,"['The', 'Nasdaq', 'composite', 'index', 'added', '30.46', 'points', 'or', '2', 'percent', 'to', '1,520.15']","['The', 'Nasdaq', 'had', 'a', 'weekly', 'gain', 'of', '17.27', 'or', '1.2', 'percent', 'closing', 'at', '1,520.15', 'after', 'gaining', '30.46', 'yesterday']","['the', 'nasdaq', 'composite', 'index', 'add', '30.46', 'point', 'or', '2', 'percent', 'to', '1,520.15']","['the', 'nasdaq', 'have', 'a', 'weekly', 'gain', 'of', '17.27', 'or', '1.2', 'percent', 'closing', 'at', '1,520.15', 'after', 'gain', '30.46', 'yesterday']","the nasdaq composite index add 30.46 point or 2 percent to 1,520.15","the nasdaq have a weekly gain of 17.27 or 1.2 percent closing at 1,520.15 after gain 30.46 yesterday"
204,The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.,The British Foreign Office said it had mediated the two men's release.,2.6,MSRpar,"['The', 'British', 'Foreign', 'Office', 'said', 'Monday', 'that', 'coalition', 'authorities', 'in', 'Iraq', 'were', 'pleased', 'that', 'the', 'men', 'were', 'freed']","['The', 'British', 'Foreign', 'Office', 'said', 'it', 'had', 'mediated', 'the', 'two', 'men', ""'s"", 'release']","['the', 'british', 'foreign', 'office', 'say', 'monday', 'that', 'coalition', 'authority', 'in', 'iraq', 'be', 'pleased', 'that', 'the', 'men', 'be', 'free']","['the', 'british', 'foreign', 'office', 'say', 'it', 'have', 'mediate', 'the', 'two', 'men', ""'s"", 'release']",the british foreign office say monday that coalition authority in iraq be pleased that the men be free,the british foreign office say it have mediate the two men 's release
205,Wal-Mart estimates more than 100 million Americans visit their stores every week.,"Each week 138 million shoppers visit Wal-Mart's 4,750 stores.",2.8,MSRpar,"['Wal-Mart', 'estimates', 'more', 'than', '100', 'million', 'Americans', 'visit', 'their', 'stores', 'every', 'week']","['Each', 'week', '138', 'million', 'shoppers', 'visit', 'Wal-Mart', ""'s"", '4,750', 'stores']","['wal-mart', 'estimate', 'more', 'than', '100', 'million', 'american', 'visit', 'their', 'store', 'every', 'week']","['each', 'week', '138', 'million', 'shopper', 'visit', 'wal-mart', ""'s"", '4,750', 'store']",wal-mart estimate more than 100 million american visit their store every week,"each week 138 million shopper visit wal-mart 's 4,750 store"
206,Sources within the racing industry have told the Daily Bulletin that Fontana will get a second NASCAR race on Labor Day weekend starting next season.,Sources in the racing industry said Fontana will get a second NASCAR race on Labor Day weekend starting next season.,4.4,MSRpar,"['Sources', 'within', 'the', 'racing', 'industry', 'have', 'told', 'the', 'Daily', 'Bulletin', 'that', 'Fontana', 'will', 'get', 'a', 'second', 'NASCAR', 'race', 'on', 'Labor', 'Day', 'weekend', 'starting', 'next', 'season']","['Sources', 'in', 'the', 'racing', 'industry', 'said', 'Fontana', 'will', 'get', 'a', 'second', 'NASCAR', 'race', 'on', 'Labor', 'Day', 'weekend', 'starting', 'next', 'season']","['source', 'within', 'the', 'racing', 'industry', 'have', 'tell', 'the', 'daily', 'bulletin', 'that', 'fontana', 'will', 'get', 'a', 'second', 'nascar', 'race', 'on', 'labor', 'day', 'weekend', 'start', 'next', 'season']","['source', 'in', 'the', 'racing', 'industry', 'say', 'fontana', 'will', 'get', 'a', 'second', 'nascar', 'race', 'on', 'labor', 'day', 'weekend', 'start', 'next', 'season']",source within the racing industry have tell the daily bulletin that fontana will get a second nascar race on labor day weekend start next season,source in the racing industry say fontana will get a second nascar race on labor day weekend start next season
207,"Added Mr. Prodi: ""Maybe, but the old age helps us to understand our strengths and our weakness.""","""Maybe, but the old age helps us to understand our strength and our weakness and the reality of the world.",3.2,MSRpar,"['Added', 'Mr.', 'Prodi', 'Maybe', 'but', 'the', 'old', 'age', 'helps', 'us', 'to', 'understand', 'our', 'strengths', 'and', 'our', 'weakness']","['Maybe', 'but', 'the', 'old', 'age', 'helps', 'us', 'to', 'understand', 'our', 'strength', 'and', 'our', 'weakness', 'and', 'the', 'reality', 'of', 'the', 'world']","['add', 'mr.', 'prodi', 'maybe', 'but', 'the', 'old', 'age', 'help', 'us', 'to', 'understand', 'our', 'strength', 'and', 'our', 'weakness']","['maybe', 'but', 'the', 'old', 'age', 'help', 'us', 'to', 'understand', 'our', 'strength', 'and', 'our', 'weakness', 'and', 'the', 'reality', 'of', 'the', 'world']",add mr. prodi maybe but the old age help us to understand our strength and our weakness,maybe but the old age help us to understand our strength and our weakness and the reality of the world
208,"""I am proud that I stood against Richard Nixon, not with him,"" Kerry said.","""I marched in the streets against Richard Nixon and the Vietnam War,"" she said.",2.4,MSRpar,"['I', 'am', 'proud', 'that', 'I', 'stood', 'against', 'Richard', 'Nixon', 'not', 'with', 'him', 'Kerry', 'said']","['I', 'marched', 'in', 'the', 'streets', 'against', 'Richard', 'Nixon', 'and', 'the', 'Vietnam', 'War', 'she', 'said']","['i', 'be', 'proud', 'that', 'i', 'stand', 'against', 'richard', 'nixon', 'not', 'with', 'him', 'kerry', 'say']","['i', 'march', 'in', 'the', 'street', 'against', 'richard', 'nixon', 'and', 'the', 'vietnam', 'war', 'she', 'say']",i be proud that i stand against richard nixon not with him kerry say,i march in the street against richard nixon and the vietnam war she say
209,He claimed Red Hat and the Free Software Foundation with trying to undermine U.S. copyright and patent law.,"In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws.",4.0,MSRpar,"['He', 'claimed', 'Red', 'Hat', 'and', 'the', 'Free', 'Software', 'Foundation', 'with', 'trying', 'to', 'undermine', 'U.S.', 'copyright', 'and', 'patent', 'law']","['In', 'his', 'letter', 'McBride', 'charges', 'the', 'Free', 'Software', 'Foundation', 'and', 'Red', 'Hat', 'with', 'trying', 'to', 'undermine', 'U.S.', 'copyright', 'laws']","['he', 'claim', 'red', 'hat', 'and', 'the', 'free', 'software', 'foundation', 'with', 'try', 'to', 'undermine', 'u.s.', 'copyright', 'and', 'patent', 'law']","['in', 'his', 'letter', 'mcbride', 'charge', 'the', 'free', 'software', 'foundation', 'and', 'red', 'hat', 'with', 'try', 'to', 'undermine', 'u.s.', 'copyright', 'law']",he claim red hat and the free software foundation with try to undermine u.s. copyright and patent law,in his letter mcbride charge the free software foundation and red hat with try to undermine u.s. copyright law
210,"Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.","In late-morning trading on the Nasdaq Stock Market, Corixa was up 74 cents, or 10%, at $7.94.",3.25,MSRpar,"['Shares', 'of', 'Corixa', 'were', 'gaining', '71', 'cents', 'or', '10', 'to', '7.91', 'on', 'the', 'Nasdaq']","['In', 'late-morning', 'trading', 'on', 'the', 'Nasdaq', 'Stock', 'Market', 'Corixa', 'was', 'up', '74', 'cents', 'or', '10', 'at', '7.94']","['share', 'of', 'corixa', 'be', 'gain', '71', 'cent', 'or', '10', 'to', '7.91', 'on', 'the', 'nasdaq']","['in', 'late-morning', 'trading', 'on', 'the', 'nasdaq', 'stock', 'market', 'corixa', 'be', 'up', '74', 'cent', 'or', '10', 'at', '7.94']",share of corixa be gain 71 cent or 10 to 7.91 on the nasdaq,in late-morning trading on the nasdaq stock market corixa be up 74 cent or 10 at 7.94
211,"Police then called a bomb squad, but the device exploded, killing Wells, before bomb technicians arrived.","While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.",4.0,MSRpar,"['Police', 'then', 'called', 'a', 'bomb', 'squad', 'but', 'the', 'device', 'exploded', 'killing', 'Wells', 'before', 'bomb', 'technicians', 'arrived']","['While', 'waiting', 'for', 'a', 'bomb', 'squad', 'to', 'arrive', 'the', 'bomb', 'exploded', 'killing', 'Wells']","['police', 'then', 'call', 'a', 'bomb', 'squad', 'but', 'the', 'device', 'explode', 'kill', 'well', 'before', 'bomb', 'technician', 'arrive']","['while', 'wait', 'for', 'a', 'bomb', 'squad', 'to', 'arrive', 'the', 'bomb', 'explode', 'kill', 'well']",police then call a bomb squad but the device explode kill well before bomb technician arrive,while wait for a bomb squad to arrive the bomb explode kill well
212,"Spokesmen for the FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada.","The FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on the Washington Times report.",2.75,MSRpar,"['Spokesmen', 'for', 'the', 'FBI', 'CIA', 'Canadian', 'Security', 'Intelligence', 'Service', 'and', 'Royal', 'Canadian', 'Mounted', 'Police', 'declined', 'to', 'comment', 'on', 'El', 'Shukrijumah', ""'s"", 'stay', 'in', 'Canada']","['The', 'FBI', 'CIA', 'Canadian', 'Security', 'Intelligence', 'Service', 'and', 'Royal', 'Canadian', 'Mounted', 'Police', 'declined', 'to', 'comment', 'on', 'the', 'Washington', 'Times', 'report']","['spokesman', 'for', 'the', 'fbi', 'cia', 'canadian', 'security', 'intelligence', 'service', 'and', 'royal', 'canadian', 'mount', 'police', 'decline', 'to', 'comment', 'on', 'el', 'shukrijumah', ""'s"", 'stay', 'in', 'canada']","['the', 'fbi', 'cia', 'canadian', 'security', 'intelligence', 'service', 'and', 'royal', 'canadian', 'mount', 'police', 'decline', 'to', 'comment', 'on', 'the', 'washington', 'time', 'report']",spokesman for the fbi cia canadian security intelligence service and royal canadian mount police decline to comment on el shukrijumah 's stay in canada,the fbi cia canadian security intelligence service and royal canadian mount police decline to comment on the washington time report
213,"""This has been a persistent problem that has not been solved,"" investigation board member Steven Wallace said.","""This was a persistent problem which has not been solved, mechanically and physically,"" said board member Steven Wallace.",4.0,MSRpar,"['This', 'has', 'been', 'a', 'persistent', 'problem', 'that', 'has', 'not', 'been', 'solved', 'investigation', 'board', 'member', 'Steven', 'Wallace', 'said']","['This', 'was', 'a', 'persistent', 'problem', 'which', 'has', 'not', 'been', 'solved', 'mechanically', 'and', 'physically', 'said', 'board', 'member', 'Steven', 'Wallace']","['this', 'have', 'be', 'a', 'persistent', 'problem', 'that', 'have', 'not', 'be', 'solve', 'investigation', 'board', 'member', 'steven', 'wallace', 'say']","['this', 'be', 'a', 'persistent', 'problem', 'which', 'have', 'not', 'be', 'solve', 'mechanically', 'and', 'physically', 'say', 'board', 'member', 'steven', 'wallace']",this have be a persistent problem that have not be solve investigation board member steven wallace say,this be a persistent problem which have not be solve mechanically and physically say board member steven wallace
